City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
461,Zaraza,9.3503,-65.3245,91.35,49,57,6.06,broken clouds,VE,2021-10-10 19:49:14
462,Birao,10.2849,22.7882,79.75,43,81,5.37,broken clouds,CF,2021-10-10 19:49:14
463,Tecoanapa,16.5167,-98.75,85.01,70,2,9.19,clear sky,MX,2021-10-10 19:49:15
464,Panaba,21.2833,-88.2667,88.11,59,82,14.47,broken clouds,MX,2021-10-10 19:49:15
465,Troitsk,54.0979,61.5773,38.1,96,100,3.8,overcast clouds,RU,2021-10-10 19:49:15
466,San Rafael,-34.6177,-68.3301,73.72,33,45,13.76,scattered clouds,AR,2021-10-10 19:49:16
467,Sorong,-0.8833,131.25,79.63,84,100,6.11,overcast clouds,ID,2021-10-10 19:49:16
468,Ellisras,-23.6649,27.7443,63.72,65,0,16.33,clear sky,ZA,2021-10-10 19:49:16
469,Saquena,-4.6667,-73.5167,92.1,50,37,2.98,scattered clouds,PE,2021-10-10 19:49:17
470,Ozark,37.0209,-93.206,84.88,53,0,4.0,clear sky,US,2021-10-10 19:49:17
471,Ordu,40.9086,37.6845,52.3,91,27,1.28,scattered clouds,TR,2021-10-10 19:49:17
472,Dzhebariki-Khaya,62.2167,135.8,28.67,79,100,3.96,overcast clouds,RU,2021-10-10 19:49:17
473,Yacuiba,-22.038,-63.6797,73.17,64,96,4.83,overcast clouds,BO,2021-10-10 19:49:18
474,Tekeli,44.83,78.8239,34.38,99,100,3.78,snow,KZ,2021-10-10 19:49:18
475,Luderitz,-26.6481,15.1594,70.45,41,11,6.44,few clouds,NA,2021-10-10 19:49:18
476,Buchanan,5.8808,-10.0467,78.76,85,100,6.26,light rain,LR,2021-10-10 19:49:19
477,Chara,56.9064,118.2631,27.36,68,19,4.12,few clouds,RU,2021-10-10 19:49:19
478,Kununurra,-15.7667,128.7333,78.78,73,99,3.44,overcast clouds,AU,2021-10-10 19:49:19
479,Mouila,-1.8685,11.0559,75.25,93,98,3.18,overcast clouds,GA,2021-10-10 19:49:19
480,Monte Alegre,-2.0078,-54.0692,96.22,33,100,7.9,overcast clouds,BR,2021-10-10 19:49:20
481,Inta,66.0317,60.1659,28.6,75,75,6.98,broken clouds,RU,2021-10-10 19:49:20
482,Kenai,60.5544,-151.2583,47.08,75,1,10.36,clear sky,US,2021-10-10 19:49:20
483,Zabid,14.1951,43.3152,87.33,61,97,6.06,overcast clouds,YE,2021-10-10 19:49:21
484,Oranjemund,-28.55,16.4333,71.85,36,6,5.77,clear sky,NA,2021-10-10 19:49:21
485,Cabatuan,10.8794,122.486,76.98,91,100,9.51,overcast clouds,PH,2021-10-10 19:49:21
486,Swan Hill,-35.3378,143.5544,37.09,95,0,7.36,clear sky,AU,2021-10-10 19:49:21
487,Torrington,41.8007,-73.1212,63.36,91,100,3.0,overcast clouds,US,2021-10-10 19:49:22
488,Nome,64.5011,-165.4064,33.87,80,75,0.0,broken clouds,US,2021-10-10 19:48:34
489,Pangnirtung,66.1451,-65.7125,30.2,100,90,9.22,fog,CA,2021-10-10 19:49:22
490,Angoram,-4.0625,144.0661,72.59,94,100,2.39,overcast clouds,PG,2021-10-10 19:49:22
491,Saldanha,-33.0117,17.9442,60.85,60,83,9.53,broken clouds,ZA,2021-10-10 19:49:23
492,Coos Bay,43.3665,-124.2179,62.85,74,75,10.36,broken clouds,US,2021-10-10 19:49:23
493,Inongo,-1.95,18.2667,71.15,93,100,5.64,light rain,CD,2021-10-10 19:49:23
494,Usinsk,65.9939,57.5281,30.36,69,100,13.18,overcast clouds,RU,2021-10-10 19:49:24
495,Hirara,24.8,125.2833,81.88,85,100,34.05,moderate rain,JP,2021-10-10 19:49:24
496,Hemsedal,60.8629,8.5534,44.15,85,6,5.82,clear sky,NO,2021-10-10 19:49:24
497,La Ronge,55.1001,-105.2842,50.25,53,75,1.14,broken clouds,CA,2021-10-10 19:49:24
498,Rio Tercero,-32.173,-64.1141,68.79,53,81,7.31,broken clouds,AR,2021-10-10 19:49:25
499,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.6,74,26,8.57,scattered clouds,BR,2021-10-10 19:49:25
500,Salalah,17.0151,54.0924,80.69,83,75,5.75,broken clouds,OM,2021-10-10 19:49:25
501,Berlevag,70.8578,29.0864,42.6,87,20,12.66,few clouds,NO,2021-10-10 19:49:26
502,Augusto Correa,-1.0217,-46.635,83.21,68,98,7.7,overcast clouds,BR,2021-10-10 19:49:26
503,Formosa Do Rio Preto,-11.0483,-45.1931,93.83,22,94,3.67,overcast clouds,BR,2021-10-10 19:49:26
504,Ugoofaaru,5.6667,73.0,83.08,77,78,17.09,broken clouds,MV,2021-10-10 19:49:26
505,Port Hedland,-20.3167,118.5667,66.25,68,73,6.91,broken clouds,AU,2021-10-10 19:49:27
506,La Asuncion,11.0333,-63.8628,84.33,71,64,6.46,broken clouds,VE,2021-10-10 19:49:27
507,Marsh Harbour,26.5412,-77.0636,82.81,61,21,4.32,light rain,BS,2021-10-10 19:49:27
508,Hastings,50.8552,0.5729,58.91,95,65,10.25,broken clouds,GB,2021-10-10 19:49:27
509,Port Augusta,-32.5,137.7667,48.34,78,0,7.94,clear sky,AU,2021-10-10 19:49:28
510,Pringsewu,-5.3582,104.9744,74.73,95,100,3.83,overcast clouds,ID,2021-10-10 19:49:28
511,Shubarkuduk,49.1447,56.4872,45.18,74,20,7.94,few clouds,KZ,2021-10-10 19:49:28
512,Daru,-9.0763,143.2092,78.08,81,100,10.76,overcast clouds,PG,2021-10-10 19:49:29
513,Kismayo,-0.3582,42.5454,77.94,88,18,15.1,few clouds,SO,2021-10-10 19:49:29
514,Lincoln,40.8,-96.667,68.07,62,1,1.99,clear sky,US,2021-10-10 19:44:31
515,Norden,53.6,7.2,55.9,93,100,8.32,overcast clouds,DE,2021-10-10 19:49:29
516,Srednekolymsk,67.45,153.6833,7.45,95,27,3.15,scattered clouds,RU,2021-10-10 19:49:30
517,Beringovskiy,63.05,179.3167,29.59,85,100,13.2,overcast clouds,RU,2021-10-10 19:49:30
518,Pyaozerskiy,65.8333,31.1667,51.82,98,100,7.23,overcast clouds,RU,2021-10-10 19:49:30
519,Izumo,35.3667,132.7667,73.35,79,4,5.68,clear sky,JP,2021-10-10 19:49:30
520,Lasa,46.6166,10.7002,50.88,80,2,7.74,clear sky,IT,2021-10-10 19:49:31
521,Saint-Michel-Des-Saints,46.6834,-73.9159,57.94,93,100,6.38,overcast clouds,CA,2021-10-10 19:49:31
522,Ust-Kuyga,70.0167,135.6,23.58,98,100,4.41,overcast clouds,RU,2021-10-10 19:49:31
523,Solnechnyy,50.7214,136.6319,40.86,88,100,8.3,overcast clouds,RU,2021-10-10 19:49:32
524,San Ignacio,17.1561,-89.0714,91.54,62,75,4.61,broken clouds,BZ,2021-10-10 19:49:32
525,Port Blair,11.6667,92.75,80.87,84,100,17.2,overcast clouds,IN,2021-10-10 19:49:32
526,Aviles,43.5547,-5.9248,61.99,82,40,4.61,scattered clouds,ES,2021-10-10 19:49:32
527,Ca Mau,9.1769,105.15,77.79,91,100,6.44,overcast clouds,VN,2021-10-10 19:49:33
528,Nazas,25.2333,-104.1333,93.33,20,0,5.59,clear sky,MX,2021-10-10 19:49:33
529,Albacete,38.8333,-2.0,62.19,77,0,9.22,clear sky,ES,2021-10-10 19:48:01
530,Tianpeng,30.9866,103.9393,59.47,87,100,3.18,overcast clouds,CN,2021-10-10 19:49:33
531,Airai,-8.9266,125.4092,60.62,71,100,1.1,overcast clouds,TL,2021-10-10 19:49:34
532,Medea,36.2642,2.7539,55.85,74,4,4.16,clear sky,DZ,2021-10-10 19:49:34
533,Araouane,18.9048,-3.5265,93.11,8,100,6.6,overcast clouds,ML,2021-10-10 19:49:34
534,Abu Kamal,34.4506,40.9171,78.42,18,0,2.73,clear sky,SY,2021-10-10 19:49:35
535,Bronnoysund,65.4625,12.1997,48.42,93,40,6.91,scattered clouds,NO,2021-10-10 19:49:35
536,Gat,31.61,34.7642,74.39,63,0,5.68,clear sky,IL,2021-10-10 19:49:04
537,Whitehorse,60.7161,-135.0538,38.1,86,75,0.0,broken clouds,CA,2021-10-10 19:45:48
538,Malinyi,-8.9333,36.1333,79.43,40,97,5.41,overcast clouds,TZ,2021-10-10 19:49:35
539,Lobao,40.9866,-8.4857,70.02,48,100,4.7,overcast clouds,PT,2021-10-10 19:49:36
540,Halifax,44.6453,-63.5724,64.35,57,100,3.44,overcast clouds,CA,2021-10-10 19:45:10
541,Aquidauana,-20.4711,-55.7872,74.32,82,95,9.62,overcast clouds,BR,2021-10-10 19:49:36
542,Kenora,49.8167,-94.4337,60.78,94,75,11.5,broken clouds,CA,2021-10-10 19:49:36
543,Sisimiut,66.9395,-53.6735,35.76,73,100,6.35,overcast clouds,GL,2021-10-10 19:49:36
544,Bambanglipuro,-7.95,110.2833,76.35,84,90,5.97,overcast clouds,ID,2021-10-10 19:49:37
545,Rocha,-34.4833,-54.3333,60.4,76,100,13.06,overcast clouds,UY,2021-10-10 19:49:37
546,Kaduqli,11.0167,29.7167,79.48,54,100,3.18,overcast clouds,SD,2021-10-10 19:49:37
547,Portland,45.5234,-122.6762,60.46,80,75,1.01,broken clouds,US,2021-10-10 19:44:42
548,Makhinjauri,41.6739,41.694,62.46,94,75,3.44,broken clouds,GE,2021-10-10 19:49:38
549,Quang Ngai,15.1167,108.8,76.05,93,96,3.65,overcast clouds,VN,2021-10-10 19:49:38
550,Isla Vista,34.4133,-119.861,87.67,45,1,6.91,clear sky,US,2021-10-10 19:49:38
551,Roald,62.5833,6.1333,52.16,76,40,10.36,scattered clouds,NO,2021-10-10 19:49:38
552,Teguise,29.0605,-13.564,70.02,73,20,16.11,few clouds,ES,2021-10-10 19:49:39
553,Seoul,37.5683,126.9778,58.51,82,0,3.44,clear sky,KR,2021-10-10 19:47:35
554,Springhill,33.006,-93.4668,89.85,32,0,13.06,clear sky,US,2021-10-10 19:49:39
555,Anchorage,61.2181,-149.9003,47.35,78,75,7.0,broken clouds,US,2021-10-10 19:49:39
556,Erzin,36.9559,36.2,73.99,40,0,3.22,clear sky,TR,2021-10-10 19:49:40
557,Dalvik,65.9702,-18.5286,37.33,98,98,1.59,overcast clouds,IS,2021-10-10 19:49:40
558,Belaya Gora,68.5333,146.4167,19.44,74,100,3.24,overcast clouds,RU,2021-10-10 19:49:40
559,Palembang,-2.9167,104.7458,75.67,90,56,3.2,broken clouds,ID,2021-10-10 19:49:41
560,Bull Savanna,17.8868,-77.5902,82.81,64,98,11.83,overcast clouds,JM,2021-10-10 19:49:41
561,Muscatine,41.4667,-91.1335,80.69,73,1,14.97,clear sky,US,2021-10-10 19:49:41
562,Arona,28.0996,-16.681,68.83,70,20,11.5,few clouds,ES,2021-10-10 19:49:41
563,Stara Vyzhivka,51.4376,24.44,39.52,48,5,7.25,clear sky,UA,2021-10-10 19:49:42
564,Tricase,39.9304,18.3553,56.55,82,99,9.33,overcast clouds,IT,2021-10-10 19:49:42
565,Jucurutu,-6.0339,-37.0203,91.63,38,94,17.76,overcast clouds,BR,2021-10-10 19:49:42
566,Altagracia De Orituco,9.8601,-66.3814,83.41,76,44,3.36,scattered clouds,VE,2021-10-10 19:49:43
567,Rio Blanco,18.8333,-97.15,83.28,49,27,4.74,scattered clouds,MX,2021-10-10 19:49:43
568,Huescar,37.811,-2.5412,61.93,76,59,5.23,broken clouds,ES,2021-10-10 19:49:43
569,Gondar,12.6,37.4667,58.01,78,43,4.54,scattered clouds,ET,2021-10-10 19:49:43
570,Caraquet,47.7941,-64.9386,64.98,67,99,5.95,overcast clouds,CA,2021-10-10 19:45:57
571,Saint Marys,30.7305,-81.5465,84.04,71,90,5.99,overcast clouds,US,2021-10-10 19:45:12
572,Fujin,47.26,132.0322,44.67,61,4,17.69,clear sky,CN,2021-10-10 19:49:44
573,Isangel,-19.55,169.2667,71.71,78,4,10.36,clear sky,VU,2021-10-10 19:49:44
574,Athabasca,54.7169,-113.2854,48.02,46,100,13.22,overcast clouds,CA,2021-10-10 19:49:44
575,Anadyr,64.75,177.4833,21.7,92,75,5.99,light snow,RU,2021-10-10 19:49:45
576,Port Antonio,18.18,-76.4612,88.92,64,22,10.11,few clouds,JM,2021-10-10 19:49:45
577,Kirakira,-10.4544,161.9205,78.62,84,90,3.4,overcast clouds,SB,2021-10-10 19:49:45
578,Acari,-15.4311,-74.6158,72.21,67,57,9.57,broken clouds,PE,2021-10-10 19:49:45
579,Huarmey,-10.0681,-78.1522,69.08,77,59,9.98,broken clouds,PE,2021-10-10 19:49:46
580,Jiayuguan,39.8167,98.3,40.37,22,0,5.23,clear sky,CN,2021-10-10 19:49:46
581,Banning,33.9256,-116.8764,81.99,35,0,4.12,clear sky,US,2021-10-10 19:49:46
582,Abbeville,50.1,1.8333,58.5,94,75,4.56,broken clouds,FR,2021-10-10 19:49:47
583,Chipinge,-20.1883,32.6236,55.92,90,100,7.31,overcast clouds,ZW,2021-10-10 19:49:47
584,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,99.84,17,100,7.18,overcast clouds,BR,2021-10-10 19:49:47
585,Robertsport,6.7533,-11.3686,80.1,81,23,9.19,few clouds,LR,2021-10-10 19:49:48
586,Shabo,46.1326,30.386,48.65,55,1,10.38,clear sky,UA,2021-10-10 19:49:48
587,Potosi,-19.5836,-65.7531,64.18,16,2,20.47,clear sky,BO,2021-10-10 19:49:48
588,Assiniboia,49.6334,-105.9845,62.51,29,10,16.11,clear sky,CA,2021-10-10 19:49:48
589,Amga,60.8953,131.9608,32.16,94,100,5.88,light snow,RU,2021-10-10 19:49:49
590,Kokrajhar,26.399,90.2718,77.43,85,6,1.74,clear sky,IN,2021-10-10 19:49:49
591,Urumqi,43.801,87.6005,40.15,56,0,4.47,clear sky,CN,2021-10-10 19:48:05
592,Pauri,30.15,78.7833,59.25,71,0,4.68,clear sky,IN,2021-10-10 19:49:49
593,Mansa,29.9833,75.3833,78.84,39,0,7.9,clear sky,IN,2021-10-10 19:49:50
594,Bandar-E Lengeh,26.5579,54.8807,84.45,70,0,8.63,clear sky,IR,2021-10-10 19:49:50
595,Lagoa,39.05,-27.9833,71.08,86,100,23.24,overcast clouds,PT,2021-10-10 19:49:50
596,Yanaul,56.2719,54.9309,43.29,93,100,3.06,overcast clouds,RU,2021-10-10 19:49:50
597,Puga,21.5833,-104.8167,85.77,68,91,5.44,overcast clouds,MX,2021-10-10 19:49:51
598,Takoradi,4.8845,-1.7554,76.78,90,100,10.63,light rain,GH,2021-10-10 19:49:51
599,Chernyshevskiy,63.0128,112.4714,28.08,70,94,16.24,overcast clouds,RU,2021-10-10 19:49:51
600,Hervey Bay,-25.2986,152.8535,70.02,71,4,12.84,clear sky,AU,2021-10-10 19:49:52
601,Meulaboh,4.1363,96.1285,76.44,88,100,3.42,overcast clouds,ID,2021-10-10 19:49:52
602,Itaituba,-4.2761,-55.9836,93.36,62,20,5.75,few clouds,BR,2021-10-10 19:49:52
603,Doka,13.5167,35.7667,80.04,65,100,4.32,overcast clouds,SD,2021-10-10 19:49:53
604,Keetmanshoop,-26.5833,18.1333,73.29,12,0,10.85,clear sky,NA,2021-10-10 19:49:53
605,Aloleng,16.1307,119.7824,82.99,81,100,22.35,overcast clouds,PH,2021-10-10 19:49:53
606,Krumovgrad,41.4667,25.65,57.04,96,100,6.8,overcast clouds,BG,2021-10-10 19:49:53
607,Ziro,27.6333,93.8333,54.03,96,9,2.21,clear sky,IN,2021-10-10 19:49:54
608,Vila Franca Do Campo,37.7167,-25.4333,70.21,87,100,9.84,overcast clouds,PT,2021-10-10 19:49:54
609,Bischofshofen,47.4167,13.2167,44.04,96,31,1.72,scattered clouds,AT,2021-10-10 19:49:54
610,Sonoita,31.85,-112.8333,79.54,12,0,7.27,clear sky,MX,2021-10-10 19:49:55
611,Olafsvik,64.8945,-23.7142,40.08,60,31,2.28,scattered clouds,IS,2021-10-10 19:49:55
612,Abu Dhabi,24.4667,54.3667,89.62,55,0,6.91,clear sky,AE,2021-10-10 19:45:05
613,Toma,12.7667,-2.8833,90.23,36,100,10.51,overcast clouds,BF,2021-10-10 19:49:55
614,Brokopondo,4.75,-55.1667,87.73,59,80,2.3,light rain,SR,2021-10-10 19:49:55
615,Hare Bay,48.8499,-54.0148,44.2,67,9,13.24,clear sky,CA,2021-10-10 19:49:56
616,Kalaleh,37.3807,55.4916,57.61,40,0,3.04,clear sky,IR,2021-10-10 19:49:56
617,Yichun,47.7,128.9,37.85,79,0,8.9,clear sky,CN,2021-10-10 19:49:56
618,Carballo,43.213,-8.691,63.75,75,2,6.76,clear sky,ES,2021-10-10 19:49:57
619,Honiara,-9.4333,159.95,79.18,85,97,0.98,overcast clouds,SB,2021-10-10 19:49:57
620,Santa Fe,-31.6333,-60.7,72.01,67,99,8.01,overcast clouds,AR,2021-10-10 19:49:57
621,Lugovoy,42.9472,72.7644,40.68,63,70,7.74,broken clouds,KZ,2021-10-10 19:49:58
622,Leningradskiy,69.3833,178.4167,19.51,90,100,4.47,overcast clouds,RU,2021-10-10 19:49:58
623,Boo,59.3333,18.2833,53.67,73,0,9.22,light rain,SE,2021-10-10 19:49:58
624,Nhulunbuy,-12.2333,136.7667,74.01,88,54,0.0,broken clouds,AU,2021-10-10 19:49:59
625,Kalmunai,7.4167,81.8167,81.23,77,99,3.51,overcast clouds,LK,2021-10-10 19:49:59
626,Ransang,8.9603,117.5828,78.39,92,100,13.15,overcast clouds,PH,2021-10-10 19:49:59
627,Tazovskiy,67.4667,78.7,28.2,75,37,15.43,scattered clouds,RU,2021-10-10 19:49:59
628,Sioni,41.9895,45.0239,46.76,97,12,2.95,few clouds,GE,2021-10-10 19:50:00
629,Jacareacanga,-6.2222,-57.7528,92.46,43,92,2.13,overcast clouds,BR,2021-10-10 19:50:00
630,Rosarito,32.3333,-117.0333,86.65,44,0,11.65,clear sky,MX,2021-10-10 19:50:00
631,Rio Grande,-32.035,-52.0986,66.31,79,100,22.66,overcast clouds,BR,2021-10-10 19:50:01
632,Sabya,17.1495,42.6254,89.22,66,14,5.19,few clouds,SA,2021-10-10 19:50:01
633,Bria,6.5423,21.9863,71.56,93,100,2.59,overcast clouds,CF,2021-10-10 19:50:02
634,Elk City,35.412,-99.4043,78.78,50,90,0.0,light rain,US,2021-10-10 19:50:03
635,Presov,49.1667,21.25,47.55,65,93,4.94,overcast clouds,SK,2021-10-10 19:50:03
636,Vila,42.0304,-8.1588,61.34,56,37,5.01,scattered clouds,PT,2021-10-10 19:50:04
637,Ongandjera,-17.8833,15.0667,79.47,12,0,11.65,clear sky,NA,2021-10-10 19:50:05
638,Sarahan,31.5167,77.8,52.29,45,0,4.97,clear sky,IN,2021-10-10 19:50:06
639,Wuwei,37.9281,102.6414,43.72,50,0,3.74,clear sky,CN,2021-10-10 19:50:06
640,Turki,51.987,43.2731,43.32,62,1,3.42,clear sky,RU,2021-10-10 19:50:07
641,Verkhnevilyuysk,63.4453,120.3167,32.63,92,98,10.54,overcast clouds,RU,2021-10-10 19:50:07
642,Ewa Beach,21.3156,-158.0072,80.1,72,75,17.0,light rain,US,2021-10-10 19:50:08
643,Bandarbeyla,9.4942,50.8122,79.72,85,98,19.93,overcast clouds,SO,2021-10-10 19:50:09
644,Daultala,33.1925,73.1413,68.63,51,0,4.65,clear sky,PK,2021-10-10 19:50:09
645,Bjornevatn,69.6672,29.9847,41.34,100,75,2.3,mist,NO,2021-10-10 19:50:10
646,Vetralla,42.3098,12.0784,53.46,68,4,14.23,clear sky,IT,2021-10-10 19:50:11
647,Fort Nelson,58.8053,-122.7002,42.39,61,90,13.8,light rain,CA,2021-10-10 19:45:48
648,San Patricio,28.017,-97.5169,94.05,57,42,20.76,scattered clouds,US,2021-10-10 19:50:11
649,Tsabong,-26.0217,22.401,68.36,10,2,8.68,clear sky,BW,2021-10-10 19:50:12
650,Sucre,-19.0333,-65.2627,76.62,30,8,10.4,clear sky,BO,2021-10-10 19:50:12
651,Porto Torres,40.835,8.3972,60.98,60,13,6.15,few clouds,IT,2021-10-10 19:50:12
652,Thanh Hoa,19.8,105.7667,74.59,95,100,2.71,light rain,VN,2021-10-10 19:50:13
653,Nikel,69.4128,30.222,41.18,96,100,1.7,overcast clouds,RU,2021-10-10 19:50:13
654,Nioro,13.35,-15.75,80.42,79,95,6.6,overcast clouds,GM,2021-10-10 19:50:13
655,Iracoubo,5.4802,-53.2011,82.17,77,100,11.41,overcast clouds,GF,2021-10-10 19:50:13
656,Pompeu,-19.2244,-44.9353,69.93,79,100,6.76,overcast clouds,BR,2021-10-10 19:50:14
657,Dunda,-8.1167,34.25,76.8,40,93,7.49,overcast clouds,TZ,2021-10-10 19:50:14
658,Korampallam,8.7667,78.1,83.1,69,76,8.55,broken clouds,IN,2021-10-10 19:50:14
659,Nemuro,43.3236,145.575,63.07,91,100,34.83,moderate rain,JP,2021-10-10 19:50:14
660,Xudat,41.631,48.681,56.3,75,60,4.41,broken clouds,AZ,2021-10-10 19:50:15
661,Te Anau,-45.4167,167.7167,42.24,97,100,1.21,moderate rain,NZ,2021-10-10 19:50:15
662,Atambua,-9.1061,124.8925,73.29,81,98,2.48,overcast clouds,ID,2021-10-10 19:50:15
663,Forio,40.7342,13.8646,57.81,70,6,14.23,clear sky,IT,2021-10-10 19:50:16
664,Dartford,51.4435,0.2196,58.95,80,75,1.99,broken clouds,GB,2021-10-10 19:50:16
665,Shimanovsk,52.0,127.7,34.18,85,53,8.75,broken clouds,RU,2021-10-10 19:50:16
666,Keti Bandar,24.1447,67.4497,80.06,81,0,11.18,clear sky,PK,2021-10-10 19:50:16
667,Hargeysa,9.56,44.065,73.09,64,75,12.03,broken clouds,SO,2021-10-10 19:50:17
668,Puerto Quijarro,-17.7833,-57.7667,97.12,35,64,6.35,broken clouds,BO,2021-10-10 19:50:17
669,Satuk,41.2263,32.3836,57.9,89,93,0.89,overcast clouds,TR,2021-10-10 19:50:17
670,Sechura,-5.5569,-80.8222,77.2,60,27,16.42,scattered clouds,PE,2021-10-10 19:50:18
671,Crawley,51.113,-0.1831,58.26,89,20,6.91,few clouds,GB,2021-10-10 19:50:18
672,Mormugao,15.4,73.8,78.4,86,26,2.06,scattered clouds,IN,2021-10-10 19:50:18
673,Padang,-0.9492,100.3543,75.34,96,100,1.74,light rain,ID,2021-10-10 19:50:18
674,George,-33.963,22.4617,54.95,88,0,6.91,clear sky,ZA,2021-10-10 19:50:19
675,Nadvoitsy,63.8667,34.3167,51.62,88,100,12.08,light rain,RU,2021-10-10 19:50:19
676,Eureka,40.8021,-124.1637,62.13,82,88,8.01,overcast clouds,US,2021-10-10 19:45:50
677,Dunedin,-45.8742,170.5036,53.92,68,100,2.98,light rain,NZ,2021-10-10 19:50:20
678,Lhokseumawe,5.1801,97.1507,77.92,80,96,3.09,light rain,ID,2021-10-10 19:50:20
679,Bontang,0.1333,117.5,78.64,88,100,7.29,overcast clouds,ID,2021-10-10 19:50:20
680,Kankaanpaa,61.8,22.4167,50.81,79,100,12.03,overcast clouds,FI,2021-10-10 19:50:20
681,Inuvik,68.3499,-133.7218,31.21,93,90,4.61,light snow,CA,2021-10-10 19:50:21
682,Atasu,48.6814,71.6433,46.51,61,100,6.89,overcast clouds,KZ,2021-10-10 19:50:21
683,Sakakah,29.9697,40.2064,85.57,17,5,9.01,clear sky,SA,2021-10-10 19:50:21
684,Zalari,53.5584,102.5065,37.38,73,12,1.07,few clouds,RU,2021-10-10 19:50:22
685,Mehamn,71.0357,27.8492,42.98,93,40,9.22,scattered clouds,NO,2021-10-10 19:50:22
686,Korla,41.7597,86.1469,47.53,42,84,1.41,broken clouds,CN,2021-10-10 19:50:22
687,Kassala,15.451,36.4,88.39,44,100,7.2,overcast clouds,SD,2021-10-10 19:50:22
688,Palmer,42.1584,-72.3287,63.95,69,90,1.99,overcast clouds,US,2021-10-10 19:47:53
689,Shelburne,44.0787,-80.2041,67.26,88,100,12.86,overcast clouds,CA,2021-10-10 19:50:23
690,Saint-Denis,48.9167,2.3333,56.1,85,5,2.3,clear sky,FR,2021-10-10 19:50:23
691,Puro,12.4841,123.3827,81.19,85,93,19.95,overcast clouds,PH,2021-10-10 19:50:23
